ley,articulo,texto
5016,Artículo 158,"Derogaciones. Quedan derogadas, en todo lo que se opongan a lo dispuesto por la presente Ley: a) El Decreto Ley N° 22.094 del 17 de setiembre de 1947 “POR EL CUAL SE ESTABLECE EL REGLAMENTO GENERAL DE TRANSITO CAMINERO”, b) El Artículo 20, Inc. c) de laLey N° 1590/00“QUE REGULA EL SISTEMA NACIONAL DE TRANSPORTE Y CREA LA DIRECCION NACIONAL DE TRANSPORTE (DINATRAN) Y LA SECRETARIA METROPOLITANA DE TRANSPORTE (SMT)”. c) Las demás disposiciones contrarias a la presente Ley."
5016,Artículo 159,"Comuníquese al Poder Ejecutivo. Aprobado el Proyecto de Ley por la Honorable Cámara de Senadores, a nueve días del mes de mayo del año dos mil trece, quedando sancionado el mismo, por la Honorable Cámara de Diputados, a treinta y un días del mes de julio del año dos mil trece, de conformidad a lo dispuesto en el Artículo 207 numeral 3) de la Constitución Nacional."
642,Artículo 1,".-La emisión y la propagación de las señales de comunicación electromagnéticas son del dominio público del Estado y su empleo se hará de conformidad a lo establecido por la Constitución Nacional, los tratados y demás instrumentos internacionales vigentes sobre la materia, la presente ley y sus disposiciones reglamentarias, con el fin de lograr una mejor calidad, confiabilidad, eficiencia y disponibilidad de las mismas. TITULO I NORMAS GENERALES DE APLICACION"
642,Artículo 2,".-Las disposiciones que reglamenten las telecomunicaciones, en sus distintas formas y modalidades, deberán asegurar la igualdad de oportunidades para el acceso al aprovechamiento del espectro radioeléctrico."
642,Artículo 3,".-Corresponde al Estado el fomento, control y reglamentación de las telecomunicaciones; el cual implementará dichas funciones a través de una Comisión Nacional de Telecomunicaciones en el marco de una política integrada de servicios, prestadores, usuarios, tecnología e industria."
642,Artículo 4,".-Toda persona física o jurídica tiene libre e igualitario derecho de acceso al uso y prestación de servicios de telecomunicaciones, con sujeción a la presente ley y demás disposiciones que regulan la materia. Para el pleno ejercicio de este derecho se promoverá la integración de los lugares más apartados de los centros urbanos."
642,Artículo 5,".-La instalación, operación y explotación de los servicios de telecomunicaciones ubicados en el territorio nacional se realizarán conforme a las especificaciones técnicas que establezca la Comisión Nacional de Telecomunicaciones. TITULO II AUTORIDAD DE APLICACION DE LA LEY"
642,Artículo 6,".-Créase la Comisión Nacional de Telecomunicaciones, entidad autárquica con personería jurídica de derecho público, encargada de la regulación de las telecomunicaciones nacionales. Las relaciones de la Comisión Nacional de Telecomunicaciones con el Poder Ejecutivo se realizarán a través del Ministerio de Obras Públicas y Comunicaciones."
642,Artículo 7,".-Ejercerá la dirección de la Comisión Nacional de Telecomunicaciones un Directorio compuesto por cinco Miembros: un Presidente y cuatro Directores, todos ellos designados por el Poder Ejecutivo. En caso de vacancia de la presidencia o de ausencia temporaria del Presidente sin delegación del cargo, los Directores designarán un Presidente interino. El Presidente, o quien haga sus veces, tendrá doble voto en caso de empate. El Poder Ejecutivo designará, asimismo, dos Directores Suplentes que reemplazarán a los Titulares en caso de impedimento por cualquier motivo. El Presidente y los Directores Titulares gozarán de las retribuciones previstas en el presupuesto anual de la Comisión Nacional de Telecomunicaciones. Los Directores Suplentes serán retribuidos por el tiempo efectivo que reemplacen a los Titulares de los cargos."
642,Artículo 8,".-Los miembros del Directorio de la Comisión Nacional de Telecomunicaciones permanecerán en el ejercicio de sus funciones por cinco años, a excepción del Presidente cuyo mandato coincidirá con el del Presidente de la República. Para sesionar se requerirá la presencia de la mayoría absoluta de integrantes del Directorio. Las resoluciones se adoptarán por el voto coincidente de tres de sus miembros, como mínimo."
642,Artículo 9,".-Para ser miembro del Directorio de la Comisión Nacional de Telecomunicaciones se requiere: 1) Nacionalidad paraguaya; 2) Tener 25 (veinticinco) años cumplidos; y, 3) Solvencia moral e idoneidad en la materia. Los miembros Titulares del Directorio se desempeñarán en régimen de dedicación exclusiva."
642,Artículo 10,"No podrán ser designados, ni en su caso, ejercer el cargo de Miembros de la Comisión Nacional de Telecomunicaciones: a) Las personas suspendidas en el ejercicio de la ciudadanía; b) Las personas que sean entre sí parientes dentro del cuarto grado de consanguinidad y segundo de afinidad; c) Los inhibidos de bienes, los concursados y los fallidos; d) Los incapaces para ejercer el comercio y los declarados tales según las leyes; e) Los condenados por delitos, con penas privativas de libertad; y, f) Los condenados a inhabilitación para ejercer cargos públicos."
642,Artículo 11,"Los funcionarios de la Comisión Nacional de Telecomunicaciones no podrán ser directores, gerentes, socios, accionistas o empleados de personas físicas o jurídicas, sujetas a la supervisión de dicha comisión."
642,Artículo 12,"Los miembros de la Comisión Nacional de Telecomunicaciones cesarán en sus cargos por: a) Expiración del término de su designación; b) Renuncia presentada al Poder Ejecutivo; y, c) Destitución por Decreto del Poder Ejecutivo por faltas graves debidamente comprobadas, previo sumario administrativo."
642,Artículo 13,Las normas reglamentarias de la presente ley determinarán la forma y condiciones de funcionamiento de la Comisión Nacional de Telecomunicaciones.
642,Artículo 14,La Comisión Nacional de Telecomunicaciones tendrá su domicilio en la ciudad de Asunción y ejercerá su competencia en toda la República.
642,Artículo 15,"La Comisión Nacional de Telecomunicaciones tendrá a su cargo la regulación administrativa y técnica y la planificación, programación, control, fiscalización y verificación de las telecomunicaciones conforme a la normativa aplicable y las políticas del Gobierno para el sector. La Comisión ejercerá sus funciones en forma exclusiva, sin que ellas puedan ser delegadas ni objeto de avocamiento por parte de otros organismos del Estado."
642,Artículo 16,"La Comisión Nacional de Telecomunicaciones ejercerá las siguientes funciones: a) Dictar los reglamentos en materia de telecomunicaciones; b) Aprobar las normas técnicas; c) Elaborar y aplicar el Plan Nacional de Telecomunicaciones y el Plan Nacional de Frecuencias con el objeto de regular el libre acceso al aprovechamiento del espectro radioeléctrico; d) Administrar el espectro radioeléctrico; e) Regular y fiscalizar las condiciones de elegibilidad para las concesiones y el otorgamiento y cesión de las licencias y autorizaciones; f) Aplicar las sanciones previstas en la ley y en los correspondientes contratos de concesión, licencias y autorizaciones; g) Estudiar y proponer al Poder Ejecutivo los regímenes tarifarios, tasas, derechos y aranceles de los servicios de telecomunicaciones y fiscalizar su aplicación; h) Proponer al Poder Ejecutivo el régimen de seguridad en los sistemas de telecomunicaciones en los casos en que se declare el estado de excepción, previsto en el artículo 288 de la Constitución; i) Adoptar reglas para establecer estándares técnicos y procedimientos para la aprobación de redes y equipos que aseguren que la interconexión, el uso de terminales y otros equipos no dañarán las redes; j) Establecer las bases a las que deberán ajustarse los contra¬tos de interconexión, controlar su cumplimiento y oficiar de árbitro a petición de las partes, a fin de dirimir eventuales controversias; k) Prevenir conductas anticompetitivas y discriminatorias y las bajas o alzas artificiales de precios y tarifas; l) Controlar el cumplimiento de las condiciones que establezcan los prestadores de servicios de telecomunicaciones a sus usuarios; m) Percibir las tasas, derechos y aranceles en materia de telecomunicaciones, con los cuales financiará su operatoria, y supervisar su cumplimiento; n) Homologar los equipos y sistemas de telecomunicaciones que se instalen en el país; ñ) Llevar el Registro Nacional de Servicios de Telecomunicaciones, el que deberá ser público; o) Resolver en la instancia administrativa las acciones interpuestas por usuarios, prestadores de servicios de telecomunicaciones o terceros interesados; p) Elaborar y administrar su presupuesto conforme a las asignaciones fijadas en la presente ley y sus reglamentos; q) Crear y estructurar las dependencias necesarias dentro de la misma, establecer sus funciones y atribuciones y modificarlas. Ejercer la supervisión de las mismas; r) Administrar el Fondo de Servicios Universales, de acuerdo con las disposiciones de esta ley y sus normas reglamentarias; s) Asesorar al Poder Ejecutivo acerca del régimen de prestación de nuevos servicios que se introduzcan en el mercado. Los nuevos servicios se prestarán en régimen de exclusividad, sólo cuando ello sea técnica o económicamente imprescindible; t) Proponer al Poder Ejecutivo la actualización de la legislación en materia de telecomunicaciones; u) Fomentar la investigación y asistencia técnica para el progreso y perfeccionamiento de las telecomunicaciones, estimulando el crecimiento de la industria nacional en dicho rubro; v) Aprobar los reglamentos de las entidades que presten servicios de telecomunicaciones cuando ellas se adecuen a las normas establecidas en la presente ley y sus reglamentaciones; w) Cumplir y hacer cumplir la presente ley, su reglamentación y las demás disposiciones conexas; x) Determinar las normas de selección de corresponsales en el exterior para la prestación de servicios internacionales; e, y) Fijar la equivalencia del franco oro y de la unidad monetaria del Fondo Monetario Internacional en moneda paraguaya, para su utilización en los servicios internacionales que correspondan de conformidad con los tratados y convenios internacionales vigentes y las normas del Banco Central del Paraguay."
